time,latitude,longitude,depth,mag,place,type,year,month
1978-03-04 12:08:49+00:00,-17.962,-178.488,588.0,5.0,"232 km E of Levuka, Fiji",earthquake,1978,March
1978-03-01 11:47:34+00:00,46.342,153.076,33.0,5.0,Kuril Islands,earthquake,1978,March
1978-03-01 11:05:02+00:00,46.269,153.12,33.0,5.0,Kuril Islands,earthquake,1978,March
1978-04-26 21:00:54+00:00,11.621,-86.635,33.0,5.0,"22 km SW of Masachapa, Nicaragua",earthquake,1978,April
1978-04-25 07:34:54+00:00,-2.814,138.956,45.0,5.5,"187 km W of Abepura, Indonesia",earthquake,1978,April
1978-04-24 04:28:47+00:00,51.645,-176.091,53.0,5.2,"45 km SE of Adak, Alaska",earthquake,1978,April
1978-04-15 17:18:39+00:00,14.2,-91.386,107.0,5.2,"9 km W of Nueva Concepción, Guatemala",earthquake,1978,April
1978-04-11 02:41:41+00:00,-9.461,148.943,13.0,5.9,"109 km SE of Popondetta, Papua New Guinea",earthquake,1978,April
1978-04-08 12:03:53+00:00,-6.592,130.106,162.0,5.1,Banda Sea,earthquake,1978,April
1978-04-07 08:29:56+00:00,44.443,149.407,34.0,5.3,"149 km SE of Kuril’sk, Russia",earthquake,1978,April
1978-04-05 23:27:00+00:00,-19.068,-177.839,542.0,5.0,Fiji region,earthquake,1978,April
1978-04-05 18:31:35+00:00,-14.972,-178.455,389.0,5.1,"81 km SSW of Leava, Wallis and Futuna",earthquake,1978,April
1978-04-03 09:48:35+00:00,-4.852,133.918,33.0,6.2,"155 km ENE of Tual, Indonesia",earthquake,1978,April
1978-05-30 11:15:41+00:00,24.807,-109.056,10.0,5.0,"82 km SSW of El Huitusi, Mexico",earthquake,1978,May
1978-05-30 06:57:50+00:00,44.465,149.196,33.0,5.4,"134 km SE of Kuril’sk, Russia",earthquake,1978,May
1978-05-27 03:36:16+00:00,10.958,57.32,33.0,5.2,Carlsberg Ridge,earthquake,1978,May
1978-05-26 23:58:22+00:00,24.274,142.661,33.0,6.8,"Volcano Islands, Japan region",earthquake,1978,May
1978-05-23 06:01:05+00:00,-0.758,127.371,41.0,5.9,"166 km S of Sofifi, Indonesia",earthquake,1978,May
1978-05-22 20:02:13+00:00,-14.744,-177.631,330.0,5.2,"70 km SE of Alo, Wallis and Futuna",earthquake,1978,May
1978-05-19 22:28:23+00:00,-6.102,154.748,101.0,5.2,"84 km WNW of Panguna, Papua New Guinea",earthquake,1978,May
1978-05-18 12:33:34+00:00,40.674,122.533,33.0,5.4,"4 km NNE of Dashiqiao, China",earthquake,1978,May
1978-05-18 04:53:22+00:00,-20.067,169.146,67.0,5.3,"59 km SSW of Isangel, Vanuatu",earthquake,1978,May
1978-05-17 10:02:44+00:00,-17.977,-178.419,593.0,5.1,"239 km E of Levuka, Fiji",earthquake,1978,May
1978-05-16 08:23:58+00:00,41.001,141.259,23.0,5.8,"32 km S of Mutsu, Japan",earthquake,1978,May
1978-05-16 07:35:47+00:00,40.985,141.261,32.0,5.7,"34 km S of Mutsu, Japan",earthquake,1978,May
1978-05-12 07:22:26+00:00,-35.414,-112.117,33.0,5.0,southern East Pacific Rise,earthquake,1978,May
1978-05-11 11:03:18+00:00,-17.093,-172.301,33.0,5.0,"203 km SE of Hihifo, Tonga",earthquake,1978,May
1978-05-08 16:35:38+00:00,-17.017,167.536,33.0,5.4,"102 km S of Lakatoro, Vanuatu",earthquake,1978,May
1978-05-08 07:32:29+00:00,-3.297,-77.254,103.0,5.1,"93 km WNW of Alianza Cristiana, Peru",earthquake,1978,May
1978-05-07 10:32:26+00:00,33.438,73.532,27.0,5.0,"15 km NNE of Nazir Town, Pakistan",earthquake,1978,May
1978-05-05 10:39:44+00:00,0.799,126.153,47.0,5.2,"137 km W of Ternate, Indonesia",earthquake,1978,May
1978-05-03 07:41:48+00:00,-21.395,-177.403,319.0,5.4,"228 km W of Haveluloto, Tonga",earthquake,1978,May
1978-05-02 23:18:28+00:00,-58.281,-25.786,73.0,5.8,South Sandwich Islands region,earthquake,1978,May
1978-06-28 04:51:41+00:00,13.923,120.677,168.0,5.4,"2 km SE of Bungahan, Philippines",earthquake,1978,June
1978-06-25 23:15:20+00:00,-10.743,161.412,46.0,5.0,"64 km WSW of Kirakira, Solomon Islands",earthquake,1978,June
1978-06-25 10:21:45+00:00,-17.111,-174.431,159.0,5.5,"144 km SSW of Hihifo, Tonga",earthquake,1978,June
1978-06-20 20:03:21+00:00,40.739,23.229,3.0,6.4,"8 km ESE of Kolchikón, Greece",earthquake,1978,June
1978-06-17 23:12:11+00:00,-23.068,-179.588,523.0,5.6,south of the Fiji Islands,earthquake,1978,June
1978-06-16 05:33:32+00:00,38.168,143.264,34.0,5.6,"167 km SE of ?funato, Japan",earthquake,1978,June
1978-06-14 11:34:20+00:00,38.319,142.364,40.0,6.3,"93 km E of Ishinomaki, Japan",earthquake,1978,June
1978-06-11 08:48:38+00:00,-58.806,-26.185,33.0,5.0,South Sandwich Islands region,earthquake,1978,June
1978-06-11 06:11:55+00:00,-57.149,-29.636,33.0,5.0,South Sandwich Islands region,earthquake,1978,June
1978-06-08 16:02:45+00:00,29.592,141.161,66.0,5.3,"Izu Islands, Japan region",earthquake,1978,June
1978-06-06 03:58:33+00:00,51.176,157.64,66.0,5.4,"86 km ESE of Ozernovskiy, Russia",earthquake,1978,June
1978-06-04 09:50:32+00:00,19.304,121.215,48.0,5.2,"76 km N of Namuac, Philippines",earthquake,1978,June
1978-06-03 18:07:22+00:00,-16.247,92.986,33.0,5.5,South Indian Ocean,earthquake,1978,June
1978-07-30 14:20:43+00:00,-28.701,-67.461,138.0,5.0,"51 km N of Chilecito, Argentina",earthquake,1978,July
1978-07-27 07:24:07+00:00,37.935,141.854,46.0,5.2,"72 km SE of Ishinomaki, Japan",earthquake,1978,July
1978-07-25 07:54:09+00:00,-20.744,-126.923,33.0,5.2,South Pacific Ocean,earthquake,1978,July
1978-07-24 11:41:53+00:00,22.242,121.574,30.0,5.5,"89 km ENE of Hengchun, Taiwan",earthquake,1978,July
1978-07-24 06:23:49+00:00,44.913,150.294,56.0,5.1,"193 km E of Kuril’sk, Russia",earthquake,1978,July
1978-07-22 11:51:47+00:00,-4.189,152.842,43.0,6.0,"65 km ENE of Kokopo, Papua New Guinea",earthquake,1978,July
1978-07-21 07:44:18+00:00,-16.063,-172.418,33.0,5.0,"147 km E of Hihifo, Tonga",earthquake,1978,July
1978-07-14 17:12:55+00:00,12.131,124.028,33.0,5.3,"8 km NE of Pawican, Philippines",earthquake,1978,July
1978-07-13 06:34:26+00:00,-21.951,-69.789,30.0,5.2,"45 km ENE of Tocopilla, Chile",earthquake,1978,July
1978-07-10 21:09:52+00:00,-5.56,147.94,194.0,5.2,"110 km N of Finschhafen, Papua New Guinea",earthquake,1978,July
1978-07-04 22:23:28+00:00,40.751,23.06,19.0,5.1,"0 km W of Lagkadás, Greece",earthquake,1978,July
1978-07-04 02:40:54+00:00,32.655,131.12,118.0,5.7,"31 km S of Aso, Japan",earthquake,1978,July
1978-08-25 15:56:37+00:00,-3.923,128.563,131.0,5.1,"49 km ESE of Ambon, Indonesia",earthquake,1978,August
1978-08-24 17:59:57+00:00,65.918,112.541,0.0,5.1,"48 km E of Aykhal, Russia",nuclear explosion,1978,August
1978-08-21 15:58:17+00:00,33.763,141.566,33.0,5.2,"191 km SE of Katsuura, Japan",earthquake,1978,August
1978-08-21 05:41:43+00:00,5.57,126.232,44.0,5.7,"75 km ESE of Caburan, Philippines",earthquake,1978,August
1978-08-20 21:39:27+00:00,16.457,120.486,29.0,5.2,"2 km NNE of Nangalisan, Philippines",earthquake,1978,August
1978-08-08 10:12:54+00:00,-0.591,131.92,26.0,5.3,"79 km ENE of Sorong, Indonesia",earthquake,1978,August
1978-08-08 07:46:23+00:00,-12.384,166.453,88.0,5.7,"196 km SSE of Lata, Solomon Islands",earthquake,1978,August
1978-08-05 15:46:36+00:00,-3.582,152.289,255.0,5.7,"69 km NNE of Rabaul, Papua New Guinea",earthquake,1978,August
1978-08-04 01:17:02+00:00,-15.669,-173.046,33.0,5.3,"86 km ENE of Hihifo, Tonga",earthquake,1978,August
1978-08-02 07:45:52+00:00,20.505,100.576,33.0,5.2,"30 km NNE of Ban Houayxay, Laos",earthquake,1978,August
1978-08-01 06:20:43+00:00,36.077,70.571,96.0,5.2,"79 km NNW of P?r?n, Afghanistan",earthquake,1978,August
1978-09-29 16:21:41+00:00,18.615,-102.262,96.0,5.5,"7 km SSE of La Mira Tumbiscatio, Mexico",earthquake,1978,September
1978-09-27 17:20:00+00:00,37.07,-116.019,0.0,5.7,"63 km NNW of Indian Springs, Nevada",nuclear explosion,1978,September
1978-09-27 17:00:00+00:00,37.08,-116.05,0.0,5.0,"65 km ENE of Beatty, Nevada",nuclear explosion,1978,September
1978-09-26 14:03:06+00:00,-44.777,96.822,33.0,5.1,southeast Indian Ridge,earthquake,1978,September
1978-09-25 04:54:46+00:00,-14.969,166.873,25.0,5.3,"22 km WNW of Port-Olry, Vanuatu",earthquake,1978,September
1978-09-21 07:45:05+00:00,-20.893,-178.81,588.0,5.1,Fiji region,earthquake,1978,September
1978-09-18 23:58:29+00:00,-63.023,-157.733,33.0,5.5,Pacific-Antarctic Ridge,earthquake,1978,September
1978-09-18 07:12:07+00:00,-32.74,-71.923,33.0,5.0,"42 km NW of Valparaíso, Chile",earthquake,1978,September
1978-09-15 22:09:27+00:00,-6.039,146.522,108.0,5.0,"77 km ENE of Kainantu, Papua New Guinea",earthquake,1978,September
1978-09-12 00:41:52+00:00,29.869,129.455,144.0,5.3,"103 km WSW of Kurio, Japan",earthquake,1978,September
1978-09-10 16:13:48+00:00,24.141,121.726,21.0,5.0,"21 km NE of Hualien City, Taiwan",earthquake,1978,September
1978-09-09 13:08:07+00:00,-26.519,67.798,33.0,5.2,Indian Ocean Triple Junction,earthquake,1978,September
1978-09-09 12:46:59+00:00,-26.54,67.753,33.0,5.4,Indian Ocean Triple Junction,earthquake,1978,September
1978-09-07 05:54:35+00:00,54.04,-164.024,40.0,5.1,"98 km SSW of False Pass, Alaska",earthquake,1978,September
1978-10-30 18:23:36+00:00,13.881,-91.05,73.0,5.3,"22 km S of La Gomera, Guatemala",earthquake,1978,October
1978-10-29 16:37:20+00:00,-3.186,141.106,16.0,5.4,"59 km SSW of Vanimo, Papua New Guinea",earthquake,1978,October
1978-10-28 22:46:35+00:00,42.677,144.215,82.0,5.1,"35 km SSW of Kushiro, Japan",earthquake,1978,October
1978-10-26 09:14:51+00:00,8.182,125.841,42.0,5.3,"1 km WSW of Loreto, Philippines",earthquake,1978,October
1978-10-24 17:42:35+00:00,-12.218,165.828,53.0,5.3,"165 km S of Lata, Solomon Islands",earthquake,1978,October
1978-10-21 17:37:13+00:00,-23.488,-179.891,404.0,5.1,south of the Fiji Islands,earthquake,1978,October
1978-10-20 18:04:02+00:00,-3.333,150.782,33.0,5.6,"84 km S of Kavieng, Papua New Guinea",earthquake,1978,October
1978-10-19 18:14:09+00:00,17.038,146.002,107.0,5.3,"203 km N of Saipan, Northern Mariana Islands",earthquake,1978,October
1978-10-16 16:30:26+00:00,45.234,93.682,33.0,5.0,"236 km WSW of Altai, Mongolia",earthquake,1978,October
1978-10-15 05:36:57+00:00,49.697,78.292,0.0,5.1,"109 km NW of Qara?yl, Kazakhstan",nuclear explosion,1978,October
1978-10-07 02:33:22+00:00,5.991,125.844,138.0,5.1,"17 km E of Mangili, Philippines",earthquake,1978,October
1978-10-06 01:49:09+00:00,-10.207,118.99,36.0,5.3,"152 km WSW of Waingapu, Indonesia",earthquake,1978,October
1978-10-05 23:22:20+00:00,7.418,-77.027,38.0,5.1,"10 km ESE of Riosucio, Colombia",earthquake,1978,October
1978-10-04 13:53:52+00:00,27.834,85.963,33.0,5.2,"14 km S of Kod?ri??, Nepal",earthquake,1978,October
1978-10-01 22:46:15+00:00,6.713,123.871,24.0,5.1,"18 km W of Taguisa, Philippines",earthquake,1978,October
1978-11-29 04:32:58+00:00,49.861,78.054,0.0,5.3,"105 km SSW of Kurchatov, Kazakhstan",nuclear explosion,1978,November
1978-11-21 12:59:34+00:00,0.007,125.668,52.0,5.1,"166 km SSE of Tondano, Indonesia",earthquake,1978,November
1978-11-18 19:00:00+00:00,37.126,-116.084,0.0,5.1,"64 km ENE of Beatty, Nevada",nuclear explosion,1978,November
1978-11-15 07:47:22+00:00,47.892,146.569,29.0,5.9,"290 km E of Dolinsk, Russia",earthquake,1978,November
1978-11-14 05:12:24+00:00,-15.663,-173.227,33.0,5.4,"68 km ENE of Hihifo, Tonga",earthquake,1978,November
1978-11-13 12:55:44+00:00,-15.463,167.23,121.0,5.2,"9 km NE of Luganville, Vanuatu",earthquake,1978,November
1978-11-13 07:43:18+00:00,19.839,-76.054,33.0,5.1,"25 km SSW of El Cobre, Cuba",earthquake,1978,November
1978-11-13 02:49:50+00:00,-58.856,-24.981,33.0,5.1,South Sandwich Islands region,earthquake,1978,November
1978-11-05 16:17:27+00:00,36.629,141.044,55.0,5.1,"30 km ESE of Takahagi, Japan",earthquake,1978,November
1978-11-05 03:57:04+00:00,-11.153,162.253,33.0,5.7,"85 km SSE of Kirakira, Solomon Islands",earthquake,1978,November
1978-11-04 23:01:31+00:00,-11.037,162.198,33.0,5.6,"71 km SSE of Kirakira, Solomon Islands",earthquake,1978,November
1978-11-04 09:09:19+00:00,-8.366,-76.029,131.0,5.0,"48 km ENE of Uchiza, Peru",earthquake,1978,November
1978-11-03 03:21:26+00:00,-57.932,-25.477,90.0,5.6,South Sandwich Islands region,earthquake,1978,November
1978-11-02 06:24:13+00:00,39.333,72.686,27.0,5.3,"44 km SE of Kyzyl-Eshme, Kyrgyzstan",earthquake,1978,November
1978-11-01 19:48:28+00:00,39.349,72.615,40.0,6.8,"38 km SE of Kyzyl-Eshme, Kyrgyzstan",earthquake,1978,November
1978-12-28 06:21:50+00:00,-5.38,154.207,137.0,5.4,"175 km NW of Panguna, Papua New Guinea",earthquake,1978,December
1978-12-27 12:48:40+00:00,17.739,147.026,54.0,5.1,Mariana Islands region,earthquake,1978,December
1978-12-26 05:49:42+00:00,11.953,141.221,76.0,5.2,"253 km NNE of Fais, Micronesia",earthquake,1978,December
1978-12-25 23:57:55+00:00,10.366,-103.865,10.0,6.5,northern East Pacific Rise,earthquake,1978,December
1978-12-23 11:23:12+00:00,23.247,122.075,33.0,7.0,"94 km SSE of Hualien City, Taiwan",earthquake,1978,December
1978-12-21 01:13:55+00:00,-36.286,-72.463,47.0,5.7,"7 km E of Quirihue, Chile",earthquake,1978,December
1978-12-19 02:54:37+00:00,9.567,122.053,67.0,5.1,"42 km WSW of Maricalom, Philippines",earthquake,1978,December
1978-12-17 08:01:32+00:00,8.665,-102.921,33.0,5.2,northern East Pacific Rise,earthquake,1978,December
1978-12-12 11:44:16+00:00,7.33,123.492,33.0,6.9,"15 km SSE of Malim, Philippines",earthquake,1978,December
1978-12-06 14:02:01+00:00,44.592,146.581,91.0,6.7,"81 km NE of Otrada, Russia",earthquake,1978,December
1978-12-06 11:53:34+00:00,13.145,-89.635,33.0,5.9,"50 km SW of La Libertad, El Salvador",earthquake,1978,December
1978-12-04 03:12:34+00:00,38.07,37.468,10.0,5.1,"12 km NNE of Nurhak, Turkey",earthquake,1978,December
1978-12-03 00:57:51+00:00,-7.247,154.828,33.0,5.1,"125 km SW of Panguna, Papua New Guinea",earthquake,1978,December
1979-01-27 18:57:55+00:00,54.768,-161.25,17.0,6.0,"75 km ESE of King Cove, Alaska",earthquake,1979,January
1979-01-27 18:15:00+00:00,-18.544,168.207,25.0,6.3,"90 km S of Port-Vila, Vanuatu",earthquake,1979,January
1979-01-26 10:04:32+00:00,17.413,-100.877,41.0,6.6,"15 km N of San Luis de La Loma, Mexico",earthquake,1979,January
1979-01-25 21:03:21+00:00,50.501,148.902,575.0,5.4,Sea of Okhotsk,earthquake,1979,January
1979-01-20 13:49:59+00:00,38.67,12.86,9.0,5.2,"29 km W of Ustica, Italy",earthquake,1979,January
1979-01-19 11:56:15+00:00,41.535,143.919,17.0,5.5,"156 km SE of Shizunai-furukawach?, Japan",earthquake,1979,January
1979-01-17 18:12:09+00:00,13.446,145.992,61.0,5.2,"119 km E of Yigo Village, Guam",earthquake,1979,January
1979-01-16 07:13:31+00:00,52.499,-167.921,44.0,5.5,"80 km SE of Nikolski, Alaska",earthquake,1979,January
1979-01-14 01:41:14+00:00,11.687,141.241,49.0,5.1,"226 km NNE of Fais, Micronesia",earthquake,1979,January
1979-01-10 15:05:48+00:00,26.519,61.013,33.0,5.9,"39 km NE of Qa?r-e Qand, Iran",earthquake,1979,January
1979-01-10 01:26:09+00:00,26.609,60.925,33.0,5.8,"43 km NNE of Qa?r-e Qand, Iran",earthquake,1979,January
1979-01-05 21:22:40+00:00,1.608,127.343,139.0,5.0,"75 km W of Tobelo, Indonesia",earthquake,1979,January
1979-01-02 13:44:44+00:00,-29.017,-178.248,136.0,5.1,"Kermadec Islands, New Zealand",earthquake,1979,January
1979-02-26 16:12:19+00:00,44.006,149.21,40.0,5.0,"172 km SE of Kuril’sk, Russia",earthquake,1979,February
1979-02-23 05:05:16+00:00,-17.933,-178.539,600.0,5.1,"227 km E of Levuka, Fiji",earthquake,1979,February
1979-02-22 09:16:37+00:00,19.98,-100.268,51.0,5.3,"4 km WSW of Tepuxtepec, Mexico",earthquake,1979,February
1979-02-20 07:05:50+00:00,40.27,143.881,10.0,5.0,"179 km ENE of Miyako, Japan",earthquake,1979,February
1979-02-18 05:23:49+00:00,-43.432,40.779,10.0,6.1,Prince Edward Islands region,earthquake,1979,February
1979-02-16 22:18:20+00:00,-16.5,-72.656,52.0,5.5,"13 km NNE of El Cardo, Peru",earthquake,1979,February
1979-02-14 11:27:47+00:00,-3.511,146.262,33.0,5.2,"196 km NNE of Madang, Papua New Guinea",earthquake,1979,February
1979-02-13 21:35:06+00:00,15.503,119.154,26.0,5.1,"80 km W of Palauig, Philippines",earthquake,1979,February
1979-02-12 15:44:30+00:00,55.501,-157.198,33.0,5.1,"116 km SE of Chignik, Alaska",earthquake,1979,February
1979-02-11 09:06:45+00:00,10.212,-40.869,10.0,5.1,northern Mid-Atlantic Ridge,earthquake,1979,February
1979-02-10 08:27:58+00:00,-20.347,-178.571,623.0,5.0,Fiji region,earthquake,1979,February
1979-02-07 04:18:51+00:00,36.477,71.504,123.0,5.2,"23 km S of Ashk?sham, Afghanistan",earthquake,1979,February
1979-02-05 17:35:49+00:00,-20.693,-126.726,10.0,5.2,South Pacific Ocean,earthquake,1979,February
1979-02-05 09:55:18+00:00,24.162,123.802,39.0,5.4,"41 km WSW of Ishigaki, Japan",earthquake,1979,February
1979-02-04 02:13:57+00:00,-8.538,159.474,93.0,5.4,"45 km SSW of Buala, Solomon Islands",earthquake,1979,February
1979-02-02 11:54:57+00:00,6.433,124.268,49.0,5.1,"20 km E of Kulaman, Philippines",earthquake,1979,February
1979-02-02 01:08:41+00:00,39.719,90.754,33.0,5.0,"southern Xinjiang, China",earthquake,1979,February
1979-02-01 08:19:37+00:00,13.771,144.39,147.0,5.0,"47 km NW of Piti Village, Guam",earthquake,1979,February
1979-03-27 11:39:09+00:00,51.823,-175.325,43.0,5.0,"87 km WSW of Atka, Alaska",earthquake,1979,March
1979-03-19 07:21:17+00:00,-8.333,107.608,65.0,5.1,"121 km SSW of Singaparna, Indonesia",earthquake,1979,March
1979-03-16 10:46:28+00:00,42.924,12.782,33.0,5.1,"5 km NNE of Trevi, Italy",earthquake,1979,March
1979-03-14 15:37:33+00:00,20.47,144.201,33.0,5.1,"Maug Islands region, Northern Mariana Islands",earthquake,1979,March
1979-03-12 22:48:07+00:00,-39.087,46.236,10.0,5.5,Southwest Indian Ridge,earthquake,1979,March
1979-03-11 06:06:41+00:00,-22.301,-69.022,61.0,5.5,"19 km NNW of Calama, Chile",earthquake,1979,March
1979-03-10 06:45:09+00:00,7.526,59.607,10.0,5.1,Carlsberg Ridge,earthquake,1979,March
1979-04-29 13:55:59+00:00,-15.353,-178.376,33.0,5.8,"118 km SSW of Alo, Wallis and Futuna",earthquake,1979,April
1979-04-29 09:20:40+00:00,-28.571,-176.376,21.0,5.2,Kermadec Islands region,earthquake,1979,April
1979-04-24 21:13:32+00:00,-3.639,141.839,52.0,5.6,"79 km SW of Aitape, Papua New Guinea",earthquake,1979,April
1979-04-24 01:45:09+00:00,-20.826,-178.688,599.0,6.0,Fiji region,earthquake,1979,April
1979-04-19 18:01:13+00:00,-37.946,176.769,33.0,5.1,"7 km NW of Edgecumbe, New Zealand",earthquake,1979,April
1979-04-18 18:15:19+00:00,1.217,120.166,33.0,5.1,"Minahasa, Sulawesi, Indonesia",earthquake,1979,April
1979-04-15 14:43:06+00:00,42.319,18.682,10.0,5.7,"13 km S of Tivat, Montenegro",earthquake,1979,April
1979-04-12 22:45:38+00:00,-10.872,166.183,169.0,5.1,"45 km ESE of Lata, Solomon Islands",earthquake,1979,April
1979-04-12 00:14:21+00:00,-18.033,-178.14,621.0,5.4,"269 km E of Levuka, Fiji",earthquake,1979,April
1979-04-10 01:42:22+00:00,2.963,126.933,37.0,6.8,"181 km NW of Tobelo, Indonesia",earthquake,1979,April
1979-04-07 06:18:33+00:00,41.987,-126.816,15.0,5.5,"202 km W of Pistol River, Oregon",earthquake,1979,April
1979-04-04 13:19:59+00:00,19.716,123.694,14.0,5.6,"197 km ESE of Basco, Philippines",earthquake,1979,April
1979-04-02 17:26:30+00:00,38.491,142.084,43.0,5.2,"68 km E of Ishinomaki, Japan",earthquake,1979,April
1979-04-01 10:58:27+00:00,-8.529,147.898,119.0,5.2,"42 km NNE of Kokoda, Papua New Guinea",earthquake,1979,April
1979-04-01 08:13:55+00:00,7.121,123.212,33.0,5.0,"37 km SSW of Panubigan, Philippines",earthquake,1979,April
1979-05-30 17:49:05+00:00,-22.695,-175.295,80.0,5.4,"154 km SSW of ‘Ohonua, Tonga",earthquake,1979,May
1979-05-30 16:44:50+00:00,-15.14,-173.522,33.0,5.1,"94 km NNE of Hihifo, Tonga",earthquake,1979,May
1979-05-25 19:44:52+00:00,-4.105,152.358,24.0,5.2,"24 km ENE of Rabaul, Papua New Guinea",earthquake,1979,May
1979-05-25 18:15:41+00:00,24.113,142.244,591.0,5.5,"Volcano Islands, Japan region",earthquake,1979,May
1979-05-24 21:36:02+00:00,-18.566,-178.186,569.0,5.0,"269 km ESE of Levuka, Fiji",earthquake,1979,May
1979-05-19 22:34:34+00:00,-1.077,100.958,131.0,5.4,"41 km S of Sijunjung, Indonesia",earthquake,1979,May
1979-05-14 15:39:53+00:00,44.76,147.588,108.0,5.6,"56 km SSW of Kuril’sk, Russia",earthquake,1979,May
1979-05-12 23:58:09+00:00,-14.769,167.087,105.0,5.1,"30 km N of Port-Olry, Vanuatu",earthquake,1979,May
1979-05-11 00:36:41+00:00,-20.888,169.947,136.0,5.3,"164 km SSE of Isangel, Vanuatu",earthquake,1979,May
1979-05-10 14:11:35+00:00,-5.754,149.367,154.0,5.0,"53 km NNW of Kandrian, Papua New Guinea",earthquake,1979,May
1979-05-04 05:20:26+00:00,-14.738,167.175,117.0,5.1,"35 km NNE of Port-Olry, Vanuatu",earthquake,1979,May
1979-05-02 18:16:14+00:00,-30.71,-178.161,42.0,5.8,"Kermadec Islands, New Zealand",earthquake,1979,May
1979-05-02 12:44:06+00:00,1.345,123.348,33.0,5.3,"94 km NNE of Gorontalo, Indonesia",earthquake,1979,May
1979-06-29 14:11:23+00:00,-17.855,-178.661,565.0,5.4,"215 km E of Levuka, Fiji",earthquake,1979,June
1979-06-26 21:35:01+00:00,-10.538,116.776,38.0,5.0,"210 km SSE of Praya, Indonesia",earthquake,1979,June
1979-06-26 03:49:20+00:00,-22.386,-175.115,33.0,5.3,"117 km S of ‘Ohonua, Tonga",earthquake,1979,June
1979-06-24 11:02:42+00:00,-3.081,139.651,33.0,5.2,"121 km WSW of Abepura, Indonesia",earthquake,1979,June
1979-06-24 08:51:37+00:00,-4.106,101.223,34.0,5.2,"120 km WSW of Bengkulu, Indonesia",earthquake,1979,June
1979-06-21 21:33:09+00:00,-6.987,129.63,97.0,5.0,Banda Sea,earthquake,1979,June
1979-06-21 09:45:15+00:00,-8.449,115.901,33.0,5.1,"16 km WNW of Senggigi, Indonesia",earthquake,1979,June
1979-06-17 07:48:38+00:00,-55.841,-27.07,33.0,5.2,South Sandwich Islands region,earthquake,1979,June
1979-06-15 11:16:13+00:00,-26.626,-177.824,216.0,5.0,south of the Fiji Islands,earthquake,1979,June
1979-06-10 03:45:31+00:00,-7.015,123.381,642.0,5.2,"219 km NE of Maumere, Indonesia",earthquake,1979,June
1979-06-09 06:31:47+00:00,11.811,-43.712,10.0,5.2,northern Mid-Atlantic Ridge,earthquake,1979,June
1979-06-07 11:32:23+00:00,-7.138,129.72,142.0,5.1,"Kepulauan Babar, Indonesia",earthquake,1979,June
1979-07-29 22:08:56+00:00,-41.195,85.467,10.0,5.1,southeast Indian Ridge,earthquake,1979,July
1979-07-28 04:46:34+00:00,-3.638,131.334,33.0,5.1,"270 km E of Amahai, Indonesia",earthquake,1979,July
1979-07-24 09:21:58+00:00,-17.541,-178.876,533.0,5.2,"200 km ENE of Levuka, Fiji",earthquake,1979,July
1979-07-21 12:12:14+00:00,13.966,-93.427,26.0,5.7,"off the coast of Chiapas, Mexico",earthquake,1979,July
1979-07-15 18:39:47+00:00,-19.102,168.697,55.0,5.4,"78 km NW of Isangel, Vanuatu",earthquake,1979,July
1979-07-13 17:08:31+00:00,-28.729,-176.773,33.0,5.4,Kermadec Islands region,earthquake,1979,July
1979-07-10 16:25:08+00:00,-18.954,168.549,56.0,5.3,"100 km NW of Isangel, Vanuatu",earthquake,1979,July
1979-07-08 04:09:10+00:00,14.64,53.767,34.0,5.2,"217 km N of Qalans?yah, Yemen",earthquake,1979,July
1979-07-01 20:38:04+00:00,8.316,-82.943,28.0,6.5,"9 km WNW of Puerto Armuelles, Panama",earthquake,1979,July
1979-07-01 09:07:33+00:00,-19.258,-174.149,33.0,5.4,"65 km NNE of Pangai, Tonga",earthquake,1979,July
1979-08-30 11:15:43+00:00,10.006,-40.804,10.0,5.0,northern Mid-Atlantic Ridge,earthquake,1979,August
1979-08-29 17:31:19+00:00,-5.715,148.312,146.0,5.2,"106 km NNE of Finschhafen, Papua New Guinea",earthquake,1979,August
1979-08-25 21:05:04+00:00,-15.582,167.113,33.0,5.5,"8 km SW of Luganville, Vanuatu",earthquake,1979,August
1979-08-25 08:44:04+00:00,10.731,-41.688,10.0,6.6,northern Mid-Atlantic Ridge,earthquake,1979,August
1979-08-19 10:06:33+00:00,13.708,120.875,162.0,5.1,"1 km WSW of Bagalangit, Philippines",earthquake,1979,August
1979-08-19 07:10:05+00:00,61.364,159.188,21.0,5.2,"61 km S of Evensk, Russia",earthquake,1979,August
1979-08-13 23:58:39+00:00,-5.567,130.712,52.0,5.4,"226 km W of Tual, Indonesia",earthquake,1979,August
1979-08-12 07:13:20+00:00,34.515,140.223,61.0,5.8,"61 km SSE of Tateyama, Japan",earthquake,1979,August
1979-08-10 07:25:10+00:00,52.002,-170.573,33.0,5.0,"156 km SW of Nikolski, Alaska",earthquake,1979,August
1979-08-10 01:28:42+00:00,-21.405,-66.608,257.0,5.1,"65 km SW of Atocha, Bolivia",earthquake,1979,August
1979-08-08 14:04:32+00:00,-56.359,-26.016,33.0,5.9,South Sandwich Islands region,earthquake,1979,August
1979-09-29 10:50:49+00:00,-7.16,154.82,33.0,5.3,"118 km SW of Panguna, Papua New Guinea",earthquake,1979,September
1979-09-23 22:43:39+00:00,-60.595,-50.223,10.0,5.9,Scotia Sea,earthquake,1979,September
